player,turn,p1_draws,p2_draws,hand,stop_prob,draw_prob,visits,forced
1,0,0,0,2-5-9-10,0.0,1.0,3722,DRAW
1,0,0,0,2-5-9-9,0.060139573070607556,0.9398604269293924,348,
1,0,0,0,2-6-10-10,0.0,1.0,7072,DRAW
1,0,0,0,2-6-6-10,0.023738234654939187,0.9762617653450608,1372,
1,0,0,0,2-6-6-6,0.4045937748462612,0.5954062251537386,66,
1,0,0,0,2-6-6-7,0.9088275639365218,0.09117243606347822,350,
1,0,0,0,2-6-6-8,0.911922724043284,0.08807727595671588,332,
1,0,0,0,2-6-6-9,0.027716829702757323,0.9722831702972426,360,
1,0,0,0,2-6-7-10,0.00013220518244315177,0.9998677948175568,3782,
1,0,0,0,2-6-7-7,0.7465669180074653,0.2534330819925347,380,
1,0,0,0,2-6-7-8,0.006560817073076383,0.9934391829269237,934,
1,0,0,0,2-6-7-9,0.05251596415156817,0.9474840358484318,922,
1,0,0,0,2-6-8-10,0.0,1.0,3756,DRAW
1,0,0,0,2-6-8-8,0.04417775024680017,0.9558222497531998,338,
1,0,0,0,2-6-8-9,0.04446409463764624,0.9555359053623538,958,
1,0,0,0,2-6-9-10,0.0,1.0,3826,DRAW
1,0,0,0,2-6-9-9,0.0,1.0,348,DRAW
1,0,0,0,2-7-10-10,0.0,1.0,7300,DRAW
1,0,0,0,2-7-7-10,0.0,1.0,1418,DRAW
1,0,0,0,2-7-7-7,0.9895833333333334,0.010416666666666666,48,
1,0,0,0,2-7-7-8,0.050947223845485265,0.9490527761545148,354,
1,0,0,0,2-7-7-9,0.007102272727272727,0.9928977272727273,352,
1,0,0,0,2-7-8-10,0.0,1.0,3798,DRAW
1,0,0,0,2-7-8-8,0.020683055882983165,0.9793169441170169,354,
1,0,0,0,2-7-8-9,0.0,1.0,1010,DRAW
1,0,0,0,2-7-9-10,0.0,1.0,3586,DRAW
1,0,0,0,2-7-9-9,0.0,1.0,344,DRAW
1,0,0,0,2-8-10-10,0.0,1.0,7096,DRAW
1,0,0,0,2-8-8-10,0.0,1.0,1470,DRAW
1,0,0,0,2-8-8-8,0.0,1.0,44,DRAW
1,0,0,0,2-8-8-9,0.0,1.0,358,DRAW
