player,turn,p1_draws,p2_draws,hand,ev_bucket,stop_prob,draw_prob,visits,forced
1,4,2,2,2-4-4-7,2,0.09855249981619997,0.9014475001837999,10577,
1,4,2,2,2-4-4-8,2,0.005315175005454511,0.9946848249945454,9091,
1,4,2,2,2-4-4-9,3,0.0003050514451165918,0.9996949485548835,6447,
1,4,2,2,2-4-5-10,4,0.0014804736869737083,0.9985195263130263,16395,
1,4,2,2,2-4-5-5,1,0.9949837323776044,0.005016267622395614,14963,
1,4,2,2,2-4-5-6,1,0.9994713943285459,0.0005286056714539659,34964,
1,4,2,2,2-4-5-7,2,0.01639494128917239,0.9836050587108276,29257,
1,4,2,2,2-4-5-8,2,8.103071063933231e-05,0.9999189692893606,24682,
1,4,2,2,2-4-5-9,3,2.9640168356156264e-05,0.9999703598316438,16869,
1,4,2,2,2-4-6-10,4,0.00022079240196701754,0.999779207598033,16322,
1,4,2,2,2-4-6-6,1,0.7817803372516738,0.21821966274832616,12976,
1,4,2,2,2-4-6-7,2,1.6928494041170097e-05,0.9999830715059588,29536,
1,4,2,2,2-4-6-8,2,0.0001406968967604808,0.9998593031032394,25014,
1,4,2,2,2-4-6-9,3,2.9735355337496283e-05,0.9999702646446625,16815,
1,4,2,2,2-4-7-10,4,0.0002584299861481528,0.9997415700138519,16123,
1,4,2,2,2-4-7-7,2,0.0011801208210859048,0.9988198791789141,11733,
1,4,2,2,2-4-7-8,2,2.0135309278350515e-05,0.9999798646907216,24832,
1,4,2,2,2-4-7-9,3,8.986340762041697e-05,0.9999101365923796,16692,
1,4,2,2,2-4-8-10,4,9.332420829963293e-05,0.9999066757917003,16073,
1,4,2,2,2-4-8-8,2,0.00011013215859030837,0.9998898678414097,9080,
1,4,2,2,2-4-8-9,3,0.00014792899408284024,0.9998520710059171,16900,
1,4,2,2,2-4-9-10,4,3.0780595912336864e-05,0.9999692194040877,16244,
1,4,2,2,2-4-9-9,3,0.0001733102253032929,0.9998266897746967,5770,
1,4,2,2,2-5-10-10,4,0.0,1.0,13186,DRAW
1,4,2,2,2-5-5-10,4,0.0010427325686784112,0.9989572674313216,6149,
1,4,2,2,2-5-5-5,1,0.9997930463576159,0.00020695364238410596,2416,
1,4,2,2,2-5-5-6,1,0.9701903350843745,0.029809664915625592,13290,
1,4,2,2,2-5-5-7,2,9.025270758122743e-05,0.9999097472924188,11080,
1,4,2,2,2-5-5-8,2,0.004077896129259502,0.9959221038707405,9330,
1,4,2,2,2-5-5-9,3,0.0016259790219581138,0.998374020978042,6372,
1,4,2,2,2-5-6-10,4,6.13986615091791e-05,0.9999386013384908,16287,
1,4,2,2,2-5-6-6,1,0.8831231047318733,0.1168768952681267,13261,
1,4,2,2,2-5-6-7,2,0.0005315157923812646,0.9994684842076188,31583,
1,4,2,2,2-5-6-8,2,4.039098473220777e-05,0.9999596090152678,24758,
1,4,2,2,2-5-6-9,3,0.00024163864099780206,0.9997583613590022,17165,
1,4,2,2,2-5-7-10,4,6.127826459954654e-05,0.9999387217354004,16319,
1,4,2,2,2-5-7-7,2,0.0007122469986311499,0.9992877530013689,12049,
1,4,2,2,2-5-7-8,2,0.00041524149182204555,0.999584758508178,25016,
1,4,2,2,2-5-7-9,3,2.9455081001472753e-05,0.9999705449189985,16975,
1,4,2,2,2-5-8-10,4,3.0824240182479504e-05,0.9999691757598175,16221,
1,4,2,2,2-5-8-8,2,5.679236710586097e-05,0.9999432076328941,8804,
1,4,2,2,2-5-8-9,3,0.0009590769780743973,0.9990409230219257,16888,
1,4,2,2,2-5-9-10,4,0.0,1.0,16173,DRAW
1,4,2,2,2-5-9-9,3,8.833922261484099e-05,0.9999116607773851,5660,
1,4,2,2,2-6-10-10,4,0.0,1.0,13257,DRAW
1,4,2,2,2-6-6-10,4,0.0014906938966141728,0.9985093061033858,6109,
1,4,2,2,2-6-6-6,1,0.02517521914953034,0.9748247808504698,2273,
1,4,2,2,2-6-6-7,2,0.00019728535353535353,0.9998027146464646,12672,
1,4,2,2,2-6-6-8,2,0.0008240297713981925,0.9991759702286018,9405,
1,4,2,2,2-6-6-9,3,0.00031530821377896896,0.999684691786221,6343,
1,4,2,2,2-6-7-10,4,0.004385204319048327,0.9956147956809517,16375,
1,4,2,2,2-6-7-7,2,0.000258125843308863,0.9997418741566911,12117,
1,4,2,2,2-6-7-8,2,5.895762911720777e-05,0.9999410423708828,25442,
1,4,2,2,2-6-7-9,3,3.0147723846849564e-05,0.9999698522761532,16585,
1,4,2,2,2-6-8-10,4,0.0,1.0,15942,DRAW
1,4,2,2,2-6-8-8,2,0.0002314546927438954,0.9997685453072561,8641,
1,4,2,2,2-6-8-9,3,5.9937664828578277e-05,0.9999400623351714,16684,
1,4,2,2,2-6-9-10,4,0.0,1.0,16252,DRAW
1,4,2,2,2-6-9-9,3,0.0,1.0,5607,DRAW
1,4,2,2,2-7-10-10,4,0.0,1.0,13089,DRAW
1,4,2,2,2-7-7-10,4,0.0,1.0,6101,DRAW
1,4,2,2,2-7-7-7,2,0.00024789291026276647,0.9997521070897373,2017,
1,4,2,2,2-7-7-8,2,0.0016504462873192676,0.9983495537126807,9349,
1,4,2,2,2-7-7-9,3,8.01667468334135e-05,0.9999198332531666,6237,
1,4,2,2,2-7-8-10,4,0.0,1.0,16329,DRAW
1,4,2,2,2-7-8-8,2,0.00034431309537472744,0.9996556869046253,8713,
1,4,2,2,2-7-8-9,3,0.0,1.0,16820,DRAW
1,4,2,2,2-7-9-10,4,0.0,1.0,16098,DRAW
1,4,2,2,2-7-9-9,3,0.0,1.0,5528,DRAW
1,4,2,2,2-8-10-10,4,0.0,1.0,12881,DRAW
1,4,2,2,2-8-8-10,4,0.0,1.0,6038,DRAW
1,4,2,2,2-8-8-8,2,0.0,1.0,1359,DRAW
1,4,2,2,2-8-8-9,3,0.0,1.0,6289,DRAW
1,4,2,2,2-8-9-10,4,0.0,1.0,16137,DRAW
1,4,2,2,2-8-9-9,3,0.0,1.0,5676,DRAW
1,4,2,2,2-9-10-10,4,0.0,1.0,13008,DRAW
1,4,2,2,2-9-9-10,4,0.0,1.0,6002,DRAW
1,4,2,2,2-9-9-9,3,0.0,1.0,903,DRAW
1,4,2,2,3-10-10-10,4,0.0,1.0,7774,DRAW
1,4,2,2,3-3-10-10,4,0.0,1.0,5026,DRAW
1,4,2,2,3-3-3-10,3,0.006591726998016684,0.9934082730019833,1034,
1,4,2,2,3-3-3-3,0,0.9401868247195112,0.05981317528048888,250,
1,4,2,2,3-3-3-4,0,0.9998428661219358,0.00015713387806411063,3182,
1,4,2,2,3-3-3-5,1,0.9998090145148969,0.00019098548510313216,2618,
1,4,2,2,3-3-3-6,1,0.9993567753001715,0.0006432246998284735,2332,
1,4,2,2,3-3-3-7,2,0.1315519729034767,0.8684480270965234,1816,
1,4,2,2,3-3-3-8,2,0.03089160343742742,0.9691083965625726,1482,
1,4,2,2,3-3-3-9,3,0.014570650903935986,0.985429349096064,1056,
1,4,2,2,3-3-4-10,3,0.0011930723405444929,0.9988069276594554,6315,
1,4,2,2,3-3-4-4,0,0.9891860459004971,0.010813954099502934,6665,
1,4,2,2,3-3-4-5,1,0.9956335281292733,0.004366471870726704,15561,
1,4,2,2,3-3-4-6,1,0.9772050422586336,0.022794957741366462,13031,
1,4,2,2,3-3-4-7,2,0.004317307296830037,0.9956826927031699,10883,
1,4,2,2,3-3-4-8,2,0.0010446164099217837,0.9989553835900782,9217,
1,4,2,2,3-3-4-9,3,7.845598619174644e-05,0.9999215440138083,6373,
1,4,2,2,3-3-5-10,4,0.00037854638189352885,0.9996214536181065,6274,
1,4,2,2,3-3-5-5,1,0.9984019154895308,0.0015980845104691123,5741,
1,4,2,2,3-3-5-6,1,0.9786543766971886,0.021345623302811367,13133,
1,4,2,2,3-3-5-7,2,0.052206080375070026,0.94779391962493,11187,
1,4,2,2,3-3-5-8,2,0.01911666453779566,0.9808833354622043,9252,
1,4,2,2,3-3-5-9,3,0.008450080218658075,0.991549919781342,6330,
1,4,2,2,3-3-6-10,4,8.043758043758043e-05,0.9999195624195624,6216,
1,4,2,2,3-3-6-6,1,0.7946257441174333,0.20537425588256678,4895,
1,4,2,2,3-3-6-7,2,0.0009035407221124912,0.9990964592778875,11791,
1,4,2,2,3-3-6-8,2,0.0010896304529733698,0.9989103695470266,9491,
1,4,2,2,3-3-6-9,3,7.832080200501253e-05,0.999921679197995,6384,
1,4,2,2,3-3-7-10,4,0.0003292181069958848,0.9996707818930041,6075,
1,4,2,2,3-3-7-7,2,0.005034302460937174,0.9949656975390628,4552,
1,4,2,2,3-3-7-8,2,0.0028112202324460118,0.9971887797675539,9453,
1,4,2,2,3-3-7-9,3,0.0022755841600484144,0.9977244158399516,6324,
1,4,2,2,3-3-8-10,4,8.106355382619974e-05,0.9999189364461738,6168,
1,4,2,2,3-3-8-8,2,0.007214884738390378,0.9927851152616096,3342,
1,4,2,2,3-3-8-9,3,0.00031382394476698575,0.999686176055233,6373,
1,4,2,2,3-3-9-10,4,0.0002503755633450175,0.9997496244366549,5991,
1,4,2,2,3-3-9-9,3,0.0019477989871445269,0.9980522010128555,2114,
1,4,2,2,3-4-10-10,4,0.0,1.0,13245,DRAW
1,4,2,2,3-4-4-10,4,0.0016538229396464777,0.9983461770603534,6242,
1,4,2,2,3-4-4-4,1,0.9989561586638831,0.0010438413361169101,2874,
1,4,2,2,3-4-4-5,1,0.9999684044233808,3.15955766192733e-05,15825,
1,4,2,2,3-4-4-6,1,0.9960456088527362,0.0039543911472638025,12980,
1,4,2,2,3-4-4-7,2,0.01583966961911652,0.9841603303808835,10789,
1,4,2,2,3-4-4-8,2,5.5617352614015575e-05,0.9999443826473859,8990,
1,4,2,2,3-4-4-9,3,0.0016170069504192477,0.9983829930495807,6129,
1,4,2,2,3-4-5-10,4,0.0007132884113397681,0.9992867115886602,16473,
1,4,2,2,3-4-5-5,1,0.9991407290364077,0.0008592709635922784,15230,
1,4,2,2,3-4-5-6,1,0.9976499710679381,0.0023500289320619685,34492,
1,4,2,2,3-4-5-7,2,0.00010200958890135672,0.9998979904110986,29409,
1,4,2,2,3-4-5-8,2,2.002643489406016e-05,0.9999799735651059,24967,
1,4,2,2,3-4-5-9,3,0.000647592991443041,0.999352407008557,17179,
1,4,2,2,3-4-6-10,4,6.151196407701298e-05,0.999938488035923,16257,
1,4,2,2,3-4-6-6,1,0.9785499939095744,0.02145000609042557,13007,
1,4,2,2,3-4-6-7,2,0.00017088174982911826,0.9998291182501708,29260,
1,4,2,2,3-4-6-8,2,0.0003035208417644678,0.9996964791582356,24710,
1,4,2,2,3-4-6-9,3,0.002758220522862702,0.9972417794771373,17097,
1,4,2,2,3-4-7-10,4,0.0001531018433461939,0.9998468981566538,16329,
1,4,2,2,3-4-7-7,2,8.331250520703157e-05,0.999916687494793,12003,
1,4,2,2,3-4-7-8,2,0.0005863724884384804,0.9994136275115616,24828,
1,4,2,2,3-4-7-9,3,8.802300334487412e-05,0.9999119769966551,17041,
1,4,2,2,3-4-8-10,4,0.0001855058125154588,0.9998144941874846,16172,
1,4,2,2,3-4-8-8,2,0.00022256843979523704,0.9997774315602047,8986,
1,4,2,2,3-4-8-9,3,0.00023872045834328001,0.9997612795416567,16756,
1,4,2,2,3-4-9-10,4,0.0,1.0,16349,DRAW
1,4,2,2,3-4-9-9,3,0.0019386048945186168,0.9980613951054814,5615,
1,4,2,2,3-5-10-10,4,0.0,1.0,13191,DRAW
1,4,2,2,3-5-5-10,4,0.0014284932002144271,0.9985715067997856,6093,
1,4,2,2,3-5-5-5,1,0.9987659399424106,0.0012340600575894694,2431,
1,4,2,2,3-5-5-6,1,0.978848440406415,0.02115155959358493,13046,
1,4,2,2,3-5-5-7,2,0.03349528012697862,0.9665047198730214,11102,
1,4,2,2,3-5-5-8,2,0.0005021235241304858,0.9994978764758694,9217,
1,4,2,2,3-5-5-9,3,0.0003186235462800701,0.9996813764537199,6277,
1,4,2,2,3-5-6-10,4,6.009254251547383e-05,0.9999399074574845,16641,
1,4,2,2,3-5-6-6,1,0.8206580057149699,0.17934199428503,13054,
1,4,2,2,3-5-6-7,2,0.0006772820707597857,0.9993227179292402,29304,
1,4,2,2,3-5-6-8,2,0.006142912361207946,0.993857087638792,25075,
1,4,2,2,3-5-6-9,3,0.00039906859586433133,0.9996009314041356,17071,
1,4,2,2,3-5-7-10,4,3.069367710251688e-05,0.9999693063228975,16290,
1,4,2,2,3-5-7-7,2,0.00023283379900093133,0.999767166200999,11811,
1,4,2,2,3-5-7-8,2,3.9603960396039605e-05,0.999960396039604,25250,
1,4,2,2,3-5-7-9,3,0.00032829940906106366,0.9996717005909389,16753,
1,4,2,2,3-5-8-10,4,0.0,1.0,16375,DRAW
1,4,2,2,3-5-8-8,2,0.00022948938611589215,0.9997705106138841,8715,
1,4,2,2,3-5-8-9,3,8.972901836453909e-05,0.9999102709816354,16717,
1,4,2,2,3-5-9-10,4,0.0,1.0,16412,DRAW
1,4,2,2,3-5-9-9,3,0.0,1.0,5619,DRAW
1,4,2,2,3-6-10-10,4,0.0,1.0,13238,DRAW
1,4,2,2,3-6-6-10,4,0.00024295432458697764,0.999757045675413,6174,
1,4,2,2,3-6-6-6,1,0.004068277162160836,0.9959317228378392,2079,
1,4,2,2,3-6-6-7,2,0.002221156258437635,0.9977788437415623,12861,
1,4,2,2,3-6-6-8,2,0.0022695209470649587,0.9977304790529351,9316,
1,4,2,2,3-6-6-9,3,0.0027602523659305996,0.9972397476340694,6340,
1,4,2,2,3-6-7-10,4,0.0,1.0,16028,DRAW
1,4,2,2,3-6-7-7,2,8.226390259953932e-05,0.9999177360974004,12156,
1,4,2,2,3-6-7-8,2,3.8887808671981336e-05,0.999961112191328,25715,
1,4,2,2,3-6-7-9,3,0.00011856770215793219,0.9998814322978421,16868,
1,4,2,2,3-6-8-10,4,0.0,1.0,16233,DRAW
1,4,2,2,3-6-8-8,2,0.00011300711944852526,0.9998869928805515,8849,
1,4,2,2,3-6-8-9,3,0.0,1.0,17029,DRAW
1,4,2,2,3-6-9-10,4,0.0,1.0,16282,DRAW
1,4,2,2,3-6-9-9,3,0.0,1.0,5606,DRAW
1,4,2,2,3-7-10-10,4,0.0,1.0,12810,DRAW
1,4,2,2,3-7-7-10,4,0.0,1.0,5882,DRAW
1,4,2,2,3-7-7-7,2,0.01759260948941137,0.9824073905105886,1975,
1,4,2,2,3-7-7-8,2,0.0006282893717739176,0.999371710628226,9533,
1,4,2,2,3-7-7-9,3,0.0,1.0,6092,DRAW
1,4,2,2,3-7-8-10,4,0.0,1.0,16098,DRAW
1,4,2,2,3-7-8-8,2,0.0,1.0,8573,DRAW
1,4,2,2,3-7-8-9,3,0.0,1.0,16437,DRAW
1,4,2,2,3-7-9-10,4,0.0,1.0,15891,DRAW
1,4,2,2,3-7-9-9,3,0.0,1.0,5633,DRAW
1,4,2,2,3-8-10-10,4,0.0,1.0,13017,DRAW
1,4,2,2,3-8-8-10,4,0.0,1.0,5956,DRAW
1,4,2,2,3-8-8-8,2,0.0,1.0,1393,DRAW
1,4,2,2,3-8-8-9,3,0.0,1.0,6039,DRAW
1,4,2,2,3-8-9-10,4,0.0,1.0,16086,DRAW
1,4,2,2,3-8-9-9,3,0.0,1.0,5774,DRAW
1,4,2,2,3-9-10-10,4,0.0,1.0,13076,DRAW
1,4,2,2,3-9-9-10,4,0.0,1.0,5983,DRAW
1,4,2,2,3-9-9-9,3,0.0,1.0,894,DRAW
1,4,2,2,4-10-10-10,4,0.0,1.0,7752,DRAW
1,4,2,2,4-4-10-10,4,0.0,1.0,4924,DRAW
1,4,2,2,4-4-4-10,4,0.017030962285435814,0.9829690377145641,995,
1,4,2,2,4-4-4-4,1,0.7520342096697481,0.24796579033025196,188,
1,4,2,2,4-4-4-5,1,0.9988313589509646,0.0011686410490354235,2663,
1,4,2,2,4-4-4-6,1,0.9995329285380663,0.00046707146193367583,2141,
1,4,2,2,4-4-4-7,2,0.8415326626936854,0.15846733730631452,1741,
1,4,2,2,4-4-4-8,2,0.05678125388809165,0.9432187461119083,1425,
1,4,2,2,4-4-4-9,3,0.012082890948761471,0.9879171090512385,1078,
1,4,2,2,4-4-5-10,4,0.0013129821106187425,0.9986870178893813,6093,
1,4,2,2,4-4-5-5,1,0.954255807065376,0.04574419293462395,5644,
1,4,2,2,4-4-5-6,1,0.9959104481468327,0.004089551853167335,12939,
1,4,2,2,4-4-5-7,2,0.06570161230181992,0.9342983876981801,11029,
1,4,2,2,4-4-5-8,2,5.369992482010525e-05,0.9999463000751799,9311,
1,4,2,2,4-4-5-9,3,7.932730445819452e-05,0.9999206726955419,6303,
1,4,2,2,4-4-6-10,4,8.041170794467674e-05,0.9999195882920553,6218,
1,4,2,2,4-4-6-6,1,0.9439739775698617,0.056026022430138336,4890,
1,4,2,2,4-4-6-7,2,0.0015987211956987775,0.9984012788043012,10907,
1,4,2,2,4-4-6-8,2,0.0006778759520581058,0.999322124047942,9238,
1,4,2,2,4-4-6-9,3,0.0014785718695316716,0.9985214281304683,6220,
1,4,2,2,4-4-7-10,4,0.00032557382386456127,0.9996744261761354,6143,
1,4,2,2,4-4-7-7,2,0.0002239140170174653,0.9997760859829825,4466,
1,4,2,2,4-4-7-8,2,0.0023040149848749685,0.9976959850151251,9343,
1,4,2,2,4-4-7-9,3,0.0008763543658381135,0.9991236456341619,6276,
1,4,2,2,4-4-8-10,4,0.0,1.0,6202,DRAW
1,4,2,2,4-4-8-8,2,0.00015015015015015014,0.9998498498498498,3330,
1,4,2,2,4-4-8-9,3,8.020532563362207e-05,0.9999197946743664,6234,
1,4,2,2,4-4-9-10,4,0.0,1.0,5974,DRAW
1,4,2,2,4-4-9-9,3,0.0,1.0,2124,DRAW
1,4,2,2,4-5-10-10,4,0.0,1.0,13274,DRAW
1,4,2,2,4-5-5-10,4,0.0017316440906681328,0.9982683559093318,6131,
1,4,2,2,4-5-5-5,1,0.9344871037799833,0.06551289622001663,2455,
1,4,2,2,4-5-5-6,1,0.9767578740737828,0.023242125926217307,12759,
1,4,2,2,4-5-5-7,2,0.004103704692376315,0.9958962953076238,10829,
1,4,2,2,4-5-5-8,2,0.0005484861781483107,0.9994515138218517,9116,
1,4,2,2,4-5-5-9,3,0.0007507141934051089,0.9992492858065949,6480,
1,4,2,2,4-5-6-10,4,3.0551142612733715e-05,0.9999694488573873,16366,
1,4,2,2,4-5-6-6,1,0.981193981203192,0.01880601879680794,13116,
1,4,2,2,4-5-6-7,2,0.00301719537988742,0.9969828046201126,29635,
1,4,2,2,4-5-6-8,2,0.0003579928199749909,0.999642007180025,24791,
1,4,2,2,4-5-6-9,3,5.88754783632617e-05,0.9999411245216367,16985,
1,4,2,2,4-5-7-10,4,0.0,1.0,16326,DRAW
1,4,2,2,4-5-7-7,2,0.012397659498842405,0.9876023405011576,12283,
1,4,2,2,4-5-7-8,2,1.9629396984924623e-05,0.999980370603015,25472,
1,4,2,2,4-5-7-9,3,0.00022675905549277345,0.9997732409445073,16813,
1,4,2,2,4-5-8-10,4,0.0,1.0,16446,DRAW
1,4,2,2,4-5-8-8,2,0.00016707507239919803,0.9998329249276008,8978,
1,4,2,2,4-5-8-9,3,0.0,1.0,16551,DRAW
1,4,2,2,4-5-9-10,4,0.0,1.0,16155,DRAW
1,4,2,2,4-5-9-9,3,0.0,1.0,5764,DRAW
1,4,2,2,4-6-10-10,4,0.0,1.0,13134,DRAW
1,4,2,2,4-6-6-10,4,0.0,1.0,6076,DRAW
1,4,2,2,4-6-6-6,1,0.0013416815742397137,0.9986583184257602,2236,
1,4,2,2,4-6-6-7,2,3.7870181019465275e-05,0.9999621298189806,13203,
1,4,2,2,4-6-6-8,2,0.0003610480709717351,0.9996389519290283,9694,
1,4,2,2,4-6-6-9,3,0.0019288208305427777,0.9980711791694572,6278,
1,4,2,2,4-6-7-10,4,0.0,1.0,16183,DRAW
1,4,2,2,4-6-7-7,2,0.0005135157341220935,0.9994864842658779,12171,
1,4,2,2,4-6-7-8,2,0.00013558008909548712,0.9998644199109045,25815,
1,4,2,2,4-6-7-9,3,0.0,1.0,16838,DRAW
1,4,2,2,4-6-8-10,4,0.0,1.0,16004,DRAW
1,4,2,2,4-6-8-8,2,0.0,1.0,8663,DRAW
1,4,2,2,4-6-8-9,3,0.0,1.0,16692,DRAW
1,4,2,2,4-6-9-10,4,0.0,1.0,16176,DRAW
1,4,2,2,4-6-9-9,3,0.0,1.0,5622,DRAW
1,4,2,2,4-7-10-10,4,0.0,1.0,13106,DRAW
1,4,2,2,4-7-7-10,4,0.0,1.0,6191,DRAW
1,4,2,2,4-7-7-7,2,0.008501856896681387,0.9914981431033185,1942,
1,4,2,2,4-7-7-8,2,0.0,1.0,9340,DRAW
1,4,2,2,4-7-7-9,3,0.0,1.0,6049,DRAW
1,4,2,2,4-7-8-10,4,0.0,1.0,16026,DRAW
1,4,2,2,4-7-8-8,2,0.0,1.0,8627,DRAW
1,4,2,2,4-7-8-9,3,0.0,1.0,16583,DRAW
1,4,2,2,4-7-9-10,4,0.0,1.0,15893,DRAW
1,4,2,2,4-7-9-9,3,0.0,1.0,5658,DRAW
1,4,2,2,4-8-10-10,4,0.0,1.0,12943,DRAW
1,4,2,2,4-8-8-10,4,0.0,1.0,6008,DRAW
1,4,2,2,4-8-8-8,2,0.0,1.0,1383,DRAW
1,4,2,2,4-8-8-9,3,0.0,1.0,6167,DRAW
1,4,2,2,4-8-9-10,4,0.0,1.0,16054,DRAW
1,4,2,2,4-8-9-9,3,0.0,1.0,5660,DRAW
1,4,2,2,4-9-10-10,4,0.0,1.0,13109,DRAW
1,4,2,2,4-9-9-10,4,0.0,1.0,6021,DRAW
1,4,2,2,4-9-9-9,3,0.0,1.0,865,DRAW
1,4,2,2,5-10-10-10,4,0.0,1.0,7910,DRAW
1,4,2,2,5-5-10-10,4,0.0,1.0,4806,DRAW
1,4,2,2,5-5-5-10,4,0.017805016616738823,0.9821949833832612,974,
1,4,2,2,5-5-5-5,1,0.8615808228053126,0.13841917719468744,147,
1,4,2,2,5-5-5-6,1,0.6873922374388935,0.31260776256110645,2125,
1,4,2,2,5-5-5-7,2,0.023110948807814245,0.9768890511921857,1815,
1,4,2,2,5-5-5-8,2,0.003226422650475628,0.9967735773495244,1583,
1,4,2,2,5-5-5-9,3,0.005164319248826291,0.9948356807511737,1065,
1,4,2,2,5-5-6-10,4,0.0,1.0,6204,DRAW
1,4,2,2,5-5-6-6,1,0.31667939870264816,0.683320601297352,4958,
1,4,2,2,5-5-6-7,2,0.00035942133165603376,0.999640578668344,11129,
1,4,2,2,5-5-6-8,2,0.00021381227282446012,0.9997861877271755,9354,
1,4,2,2,5-5-6-9,3,0.00016126431220770844,0.9998387356877922,6201,
1,4,2,2,5-5-7-10,4,0.0,1.0,5944,DRAW
1,4,2,2,5-5-7-7,2,0.0006587615283267457,0.9993412384716732,4554,
1,4,2,2,5-5-7-8,2,0.0008112493239588967,0.9991887506760411,9245,
1,4,2,2,5-5-7-9,3,0.0,1.0,6362,DRAW
1,4,2,2,5-5-8-10,4,0.0,1.0,6219,DRAW
1,4,2,2,5-5-8-8,2,0.0,1.0,3435,DRAW
1,4,2,2,5-5-8-9,3,0.0,1.0,6315,DRAW
1,4,2,2,5-5-9-10,4,0.0,1.0,6064,DRAW
1,4,2,2,5-5-9-9,3,0.0,1.0,2196,DRAW
1,4,2,2,5-6-10-10,4,0.0,1.0,13196,DRAW
1,4,2,2,5-6-6-10,4,0.0,1.0,6156,DRAW
1,4,2,2,5-6-6-6,1,0.12366229771442179,0.8763377022855782,2233,
1,4,2,2,5-6-6-7,2,0.00030833269097356046,0.9996916673090265,12973,
1,4,2,2,5-6-6-8,2,0.0009029105587422987,0.9990970894412577,9414,
1,4,2,2,5-6-6-9,3,0.0,1.0,6465,DRAW
1,4,2,2,5-6-7-10,4,0.0,1.0,16182,DRAW
1,4,2,2,5-6-7-7,2,0.00041315485043794413,0.9995868451495621,12102,
1,4,2,2,5-6-7-8,2,0.0,1.0,25895,DRAW
1,4,2,2,5-6-7-9,3,0.0,1.0,16738,DRAW
1,4,2,2,5-6-8-10,4,0.0,1.0,16425,DRAW
1,4,2,2,5-6-8-8,2,0.0,1.0,8659,DRAW
1,4,2,2,5-6-8-9,3,0.0,1.0,16777,DRAW
1,4,2,2,5-6-9-10,4,0.0,1.0,16197,DRAW
1,4,2,2,5-6-9-9,3,0.0,1.0,5614,DRAW
1,4,2,2,5-7-10-10,4,0.0,1.0,13142,DRAW
1,4,2,2,5-7-7-10,4,0.0,1.0,6126,DRAW
1,4,2,2,5-7-7-7,2,0.0,1.0,2021,DRAW
1,4,2,2,5-7-7-8,2,0.0,1.0,9664,DRAW
1,4,2,2,5-7-7-9,3,0.0,1.0,6208,DRAW
1,4,2,2,5-7-8-10,4,0.0,1.0,16081,DRAW
1,4,2,2,5-7-8-8,2,0.0,1.0,8742,DRAW
1,4,2,2,5-7-8-9,3,0.0,1.0,16639,DRAW
1,4,2,2,5-7-9-10,4,0.0,1.0,16114,DRAW
1,4,2,2,5-7-9-9,3,0.0,1.0,5705,DRAW
1,4,2,2,5-8-10-10,4,0.0,1.0,13166,DRAW
1,4,2,2,5-8-8-10,4,0.0,1.0,5946,DRAW
1,4,2,2,5-8-8-8,2,0.0,1.0,1356,DRAW
1,4,2,2,5-8-8-9,3,0.0,1.0,6112,DRAW
1,4,2,2,5-8-9-10,4,0.0,1.0,16161,DRAW
1,4,2,2,5-8-9-9,3,0.0,1.0,5658,DRAW
1,4,2,2,5-9-10-10,4,0.0,1.0,13070,DRAW
1,4,2,2,5-9-9-10,4,0.0,1.0,6068,DRAW
1,4,2,2,5-9-9-9,3,0.0,1.0,946,DRAW
1,4,2,2,6-10-10-10,4,0.0,1.0,7845,DRAW
1,4,2,2,6-6-10-10,4,0.0,1.0,4978,DRAW
1,4,2,2,6-6-6-10,4,0.0,1.0,973,DRAW
1,4,2,2,6-6-6-6,1,0.11893576278693269,0.8810642372130673,172,
1,4,2,2,6-6-6-7,2,0.0004730368968779565,0.9995269631031221,2114,
1,4,2,2,6-6-6-8,2,0.0,1.0,1643,DRAW
1,4,2,2,6-6-6-9,3,0.0,1.0,1013,DRAW
1,4,2,2,6-6-7-10,4,0.0,1.0,6113,DRAW
1,4,2,2,6-6-7-7,2,0.0,1.0,4687,DRAW
1,4,2,2,6-6-7-8,2,0.0,1.0,9457,DRAW
1,4,2,2,6-6-7-9,3,0.0,1.0,6282,DRAW
1,4,2,2,6-6-8-10,4,0.0,1.0,6056,DRAW
1,4,2,2,6-6-8-8,2,0.0,1.0,3222,DRAW
1,4,2,2,6-6-8-9,3,0.0,1.0,6338,DRAW
1,4,2,2,6-6-9-10,4,0.0,1.0,6155,DRAW
1,4,2,2,6-6-9-9,3,0.0,1.0,2066,DRAW
1,4,2,2,6-7-10-10,4,0.0,1.0,13015,DRAW
1,4,2,2,6-7-7-10,4,0.0,1.0,6133,DRAW
1,4,2,2,6-7-7-7,2,0.0,1.0,1962,DRAW
1,4,2,2,6-7-7-8,2,0.0,1.0,9537,DRAW
1,4,2,2,6-7-7-9,3,0.0,1.0,6231,DRAW
1,4,2,2,6-7-8-10,4,0.0,1.0,16015,DRAW
1,4,2,2,6-7-8-8,2,0.0,1.0,8701,DRAW
1,4,2,2,6-7-8-9,3,0.0,1.0,16506,DRAW
1,4,2,2,6-7-9-10,4,0.0,1.0,15860,DRAW
1,4,2,2,6-7-9-9,3,0.0,1.0,5561,DRAW
1,4,2,2,6-8-10-10,4,0.0,1.0,13026,DRAW
1,4,2,2,6-8-8-10,4,0.0,1.0,5875,DRAW
1,4,2,2,6-8-8-8,2,0.0,1.0,1386,DRAW
1,4,2,2,6-8-8-9,3,0.0,1.0,6144,DRAW
