player,turn,p1_draws,p2_draws,hand,ev_bucket,opp_bound,stop_prob,draw_prob,visits,forced
1,12,6,6,1-5-5-7,2,10,0.02496788763630589,0.9750321123636941,293,
1,12,6,6,1-5-5-8,2,2,0.5,0.5,4,
1,12,6,6,1-5-5-8,2,3,0.5,0.5,34,
1,12,6,6,1-5-5-8,2,4,0.5,0.5,51,
1,12,6,6,1-5-5-8,2,5,0.5,0.5,8,
1,12,6,6,1-5-5-8,3,2,0.5,0.5,2,
1,12,6,6,1-5-5-8,3,3,0.5,0.5,26,
1,12,6,6,1-5-5-8,3,4,0.5,0.5,173,
1,12,6,6,1-5-5-8,3,5,0.0044444444444444444,0.9955555555555555,225,
1,12,6,6,1-5-5-8,3,6,0.005780346820809248,0.9942196531791907,692,
1,12,6,6,1-5-5-8,3,7,0.003526093088857546,0.9964739069111425,709,
1,12,6,6,1-5-5-8,3,8,0.0050335570469798654,0.9949664429530202,298,
1,12,6,6,1-5-5-8,3,9,0.022911103370873483,0.9770888966291265,162,
1,12,6,6,1-5-5-8,3,10,0.006172839506172839,0.9938271604938271,81,
1,12,6,6,1-5-5-9,3,3,0.5,0.5,14,
1,12,6,6,1-5-5-9,3,4,0.5,0.5,56,
1,12,6,6,1-5-5-9,3,5,0.5,0.5,46,
1,12,6,6,1-5-5-9,3,6,0.0029411764705882353,0.9970588235294118,170,
1,12,6,6,1-5-5-9,3,7,0.0033112582781456954,0.9966887417218543,151,
1,12,6,6,1-5-5-9,3,8,0.1111111111111111,0.8888888888888888,9,
1,12,6,6,1-5-5-9,4,7,0.023809523809523808,0.9761904761904762,21,
1,12,6,6,1-5-5-9,4,8,0.018518518518518517,0.9814814814814815,81,
1,12,6,6,1-5-5-9,4,9,0.021739130434782608,0.9782608695652174,23,
1,12,6,6,1-5-5-9,4,10,0.2727272727272727,0.7272727272727273,11,
1,12,6,6,1-5-6-10,4,3,0.5,0.5,7,
1,12,6,6,1-5-6-10,4,4,0.5,0.5,25,
1,12,6,6,1-5-6-10,4,5,0.5,0.5,30,
1,12,6,6,1-5-6-10,4,6,0.09,0.91,50,
1,12,6,6,1-5-6-10,4,7,0.02564102564102564,0.9743589743589743,78,
1,12,6,6,1-5-6-10,4,8,0.08620689655172414,0.9137931034482759,29,
1,12,6,6,1-5-6-10,4,9,0.041666666666666664,0.9583333333333334,12,
1,12,6,6,1-5-6-10,5,10,0.6666666666666666,0.3333333333333333,3,
1,12,6,6,1-5-6-6,1,2,0.5,0.5,26,
1,12,6,6,1-5-6-6,1,3,0.5,0.5,342,
1,12,6,6,1-5-6-6,1,4,0.1477201748906933,0.8522798251093067,1601,
1,12,6,6,1-5-6-6,1,5,0.000351000351000351,0.9996489996489997,2849,
1,12,6,6,1-5-6-6,2,6,0.0020842017507294707,0.9979157982492706,2399,
1,12,6,6,1-5-6-6,2,7,0.0009358914365933552,0.9990641085634067,4274,
1,12,6,6,1-5-6-6,2,8,0.001385908886782097,0.9986140911132179,3272,
1,12,6,6,1-5-6-6,2,9,0.01625866926516761,0.9837413307348324,1740,
1,12,6,6,1-5-6-6,2,10,0.006787445614437416,0.9932125543855626,737,
1,12,6,6,1-5-6-7,2,2,0.5,0.5,43,
1,12,6,6,1-5-6-7,2,3,0.5,0.5,532,
1,12,6,6,1-5-6-7,2,4,0.5,0.5,2274,
1,12,6,6,1-5-6-7,2,5,0.002871088142405972,0.997128911857594,3483,
1,12,6,6,1-5-6-7,2,6,0.00303951367781155,0.9969604863221885,4935,
1,12,6,6,1-5-6-7,2,7,0.0008118765947575968,0.9991881234052424,4311,
1,12,6,6,1-5-6-7,2,8,0.002112490097702667,0.9978875099022974,3787,
1,12,6,6,1-5-6-7,2,9,0.0005060728744939271,0.9994939271255061,1976,
1,12,6,6,1-5-6-7,2,10,0.0018820577164366374,0.9981179422835633,797,
1,12,6,6,1-5-6-8,2,2,0.5,0.5,7,
1,12,6,6,1-5-6-8,2,3,0.5,0.5,65,
1,12,6,6,1-5-6-8,2,4,0.5,0.5,91,
1,12,6,6,1-5-6-8,2,5,0.5,0.5,9,
1,12,6,6,1-5-6-8,3,2,0.5,0.5,3,
1,12,6,6,1-5-6-8,3,3,0.5,0.5,96,
1,12,6,6,1-5-6-8,3,4,0.5,0.5,521,
1,12,6,6,1-5-6-8,3,5,0.021526418786692758,0.9784735812133072,1022,
1,12,6,6,1-5-6-8,3,6,0.00034083162917518747,0.9996591683708248,1467,
1,12,6,6,1-5-6-8,3,7,0.0021208907741251328,0.9978791092258749,1886,
1,12,6,6,1-5-6-8,3,8,0.0019582245430809398,0.9980417754569191,766,
1,12,6,6,1-5-6-8,3,9,0.004524886877828055,0.995475113122172,442,
1,12,6,6,1-5-6-8,3,10,0.002793296089385475,0.9972067039106145,179,
1,12,6,6,1-5-6-9,3,2,0.5,0.5,4,
1,12,6,6,1-5-6-9,3,3,0.5,0.5,37,
1,12,6,6,1-5-6-9,3,4,0.5,0.5,121,
1,12,6,6,1-5-6-9,3,5,0.5,0.5,246,
1,12,6,6,1-5-6-9,3,6,0.012345679012345678,0.9876543209876543,324,
1,12,6,6,1-5-6-9,3,7,0.008992805755395683,0.9910071942446043,278,
1,12,6,6,1-5-6-9,3,8,0.5,0.5,1,
1,12,6,6,1-5-6-9,4,6,0.047619047619047616,0.9523809523809523,21,
1,12,6,6,1-5-6-9,4,7,0.002890173410404624,0.9971098265895953,173,
1,12,6,6,1-5-6-9,4,8,0.01171875,0.98828125,256,
1,12,6,6,1-5-6-9,4,9,0.07627118644067797,0.923728813559322,59,
1,12,6,6,1-5-6-9,4,10,0.06666666666666667,0.9333333333333333,15,
1,12,6,6,1-5-7-10,4,3,0.5,0.5,13,
1,12,6,6,1-5-7-10,4,4,0.5,0.5,22,
1,12,6,6,1-5-7-10,4,5,0.38095238095238093,0.6190476190476191,42,
1,12,6,6,1-5-7-10,4,6,0.1640625,0.8359375,64,
1,12,6,6,1-5-7-10,4,7,0.019230769230769232,0.9807692307692307,52,
1,12,6,6,1-5-7-10,4,8,0.011111111111111112,0.9888888888888889,45,
1,12,6,6,1-5-7-10,4,9,0.5,0.5,3,
1,12,6,6,1-5-7-10,5,9,0.08333333333333333,0.9166666666666666,6,
1,12,6,6,1-5-7-10,5,10,0.5,0.5,2,
1,12,6,6,1-5-7-7,2,2,0.5,0.5,11,
1,12,6,6,1-5-7-7,2,3,0.5,0.5,133,
1,12,6,6,1-5-7-7,2,4,0.0745697896749522,0.9254302103250478,523,
1,12,6,6,1-5-7-7,2,5,0.002926829268292683,0.9970731707317073,1025,
1,12,6,6,1-5-7-7,2,6,0.0005356186395286556,0.9994643813604713,1867,
1,12,6,6,1-5-7-7,2,7,0.005402160864345739,0.9945978391356542,833,
1,12,6,6,1-5-7-7,2,8,0.0038535645472061657,0.9961464354527938,1038,
1,12,6,6,1-5-7-7,2,9,0.013592233009708738,0.9864077669902913,515,
1,12,6,6,1-5-7-7,2,10,0.0022026431718061676,0.9977973568281938,227,
1,12,6,6,1-5-7-8,2,2,0.5,0.5,7,
1,12,6,6,1-5-7-8,2,3,0.5,0.5,61,
1,12,6,6,1-5-7-8,2,4,0.5,0.5,45,
1,12,6,6,1-5-7-8,2,5,0.5,0.5,3,
1,12,6,6,1-5-7-8,3,2,0.5,0.5,2,
1,12,6,6,1-5-7-8,3,3,0.5,0.5,90,
1,12,6,6,1-5-7-8,3,4,0.5,0.5,525,
1,12,6,6,1-5-7-8,3,5,0.08019375672766416,0.9198062432723358,929,
1,12,6,6,1-5-7-8,3,6,0.00026191723415400735,0.999738082765846,1909,
1,12,6,6,1-5-7-8,3,7,0.0033532041728763042,0.9966467958271237,1342,
1,12,6,6,1-5-7-8,3,8,0.0020380434782608695,0.9979619565217391,736,
1,12,6,6,1-5-7-8,3,9,0.0034965034965034965,0.9965034965034965,429,
1,12,6,6,1-5-7-8,3,10,0.015306122448979591,0.9846938775510204,196,
1,12,6,6,1-5-7-9,3,2,0.5,0.5,3,
1,12,6,6,1-5-7-9,3,3,0.5,0.5,31,
1,12,6,6,1-5-7-9,3,4,0.5,0.5,162,
1,12,6,6,1-5-7-9,3,5,0.0732484076433121,0.9267515923566879,157,
1,12,6,6,1-5-7-9,3,6,0.015748031496062992,0.984251968503937,381,
1,12,6,6,1-5-7-9,3,7,0.011363636363636364,0.9886363636363636,88,
1,12,6,6,1-5-7-9,4,5,0.5,0.5,3,
1,12,6,6,1-5-7-9,4,6,0.11046511627906977,0.8895348837209303,86,
1,12,6,6,1-5-7-9,4,7,0.0040650406504065045,0.9959349593495935,246,
1,12,6,6,1-5-7-9,4,8,0.00470367400835698,0.995296325991643,243,
1,12,6,6,1-5-7-9,4,9,0.04878048780487805,0.9512195121951219,41,
1,12,6,6,1-5-7-9,4,10,0.02,0.98,25,
1,12,6,6,1-5-8-10,4,2,0.5,0.5,1,
1,12,6,6,1-5-8-10,4,3,0.5,0.5,11,
1,12,6,6,1-5-8-10,4,4,0.5,0.5,29,
1,12,6,6,1-5-8-10,4,5,0.5,0.5,36,
1,12,6,6,1-5-8-10,4,6,0.006944444444444444,0.9930555555555556,72,
1,12,6,6,1-5-8-10,4,7,0.07936507936507936,0.9206349206349206,63,
1,12,6,6,1-5-8-10,4,8,0.04054054054054054,0.9594594594594594,37,
1,12,6,6,1-5-8-10,4,9,0.125,0.875,4,
1,12,6,6,1-5-8-10,5,8,0.5,0.5,1,
1,12,6,6,1-5-8-10,5,9,0.2222222222222222,0.7777777777777778,9,
1,12,6,6,1-5-8-8,2,2,0.5,0.5,3,
1,12,6,6,1-5-8-8,2,3,0.5,0.5,15,
1,12,6,6,1-5-8-8,2,4,0.5,0.5,10,
1,12,6,6,1-5-8-8,3,2,0.5,0.5,1,
1,12,6,6,1-5-8-8,3,3,0.5,0.5,33,
1,12,6,6,1-5-8-8,3,4,0.5,0.5,172,
1,12,6,6,1-5-8-8,3,5,0.012110726643598616,0.9878892733564014,289,
1,12,6,6,1-5-8-8,3,6,0.011152416356877323,0.9888475836431226,538,
1,12,6,6,1-5-8-8,3,7,0.013859275053304905,0.9861407249466951,469,
1,12,6,6,1-5-8-8,3,8,0.01282051282051282,0.9871794871794872,117,
1,12,6,6,1-5-8-8,3,9,0.022727272727272728,0.9772727272727273,110,
1,12,6,6,1-5-8-8,3,10,0.03260869565217391,0.967391304347826,46,
1,12,6,6,1-5-8-9,3,2,0.5,0.5,3,
1,12,6,6,1-5-8-9,3,3,0.5,0.5,49,
1,12,6,6,1-5-8-9,3,4,0.5,0.5,125,
1,12,6,6,1-5-8-9,3,5,0.5,0.5,203,
1,12,6,6,1-5-8-9,3,6,0.0017064846416382253,0.9982935153583617,293,
1,12,6,6,1-5-8-9,3,7,0.015625,0.984375,32,
1,12,6,6,1-5-8-9,4,4,0.5,0.5,2,
1,12,6,6,1-5-8-9,4,5,0.5,0.5,18,
1,12,6,6,1-5-8-9,4,6,0.015037593984962405,0.9849624060150376,133,
1,12,6,6,1-5-8-9,4,7,0.0013513513513513514,0.9986486486486487,370,
1,12,6,6,1-5-8-9,4,8,0.003205128205128205,0.9967948717948718,156,
1,12,6,6,1-5-8-9,4,9,0.010416666666666666,0.9895833333333334,48,
1,12,6,6,1-5-8-9,4,10,0.2944444444444444,0.7055555555555556,27,
1,12,6,6,1-5-9-10,4,3,0.5,0.5,7,
1,12,6,6,1-5-9-10,4,4,0.5,0.5,28,
1,12,6,6,1-5-9-10,4,5,0.5,0.5,36,
1,12,6,6,1-5-9-10,4,6,0.0136986301369863,0.9863013698630136,73,
1,12,6,6,1-5-9-10,4,7,0.125,0.875,72,
1,12,6,6,1-5-9-10,4,8,0.025,0.975,20,
1,12,6,6,1-5-9-10,5,7,0.5,0.5,2,
1,12,6,6,1-5-9-10,5,8,0.07142857142857142,0.9285714285714286,7,
1,12,6,6,1-5-9-10,5,9,0.125,0.875,4,
1,12,6,6,1-5-9-10,5,10,0.5,0.5,1,
1,12,6,6,1-5-9-9,3,2,0.5,0.5,1,
1,12,6,6,1-5-9-9,3,3,0.5,0.5,12,
1,12,6,6,1-5-9-9,3,4,0.5,0.5,26,
1,12,6,6,1-5-9-9,3,5,0.5,0.5,53,
1,12,6,6,1-5-9-9,3,6,0.011904761904761904,0.9880952380952381,42,
1,12,6,6,1-5-9-9,3,7,0.16666666666666666,0.8333333333333334,3,
1,12,6,6,1-5-9-9,4,5,0.07142857142857142,0.9285714285714286,7,
1,12,6,6,1-5-9-9,4,6,0.043478260869565216,0.9565217391304348,46,
1,12,6,6,1-5-9-9,4,7,0.005263157894736842,0.9947368421052631,95,
1,12,6,6,1-5-9-9,4,8,0.025,0.975,40,
1,12,6,6,1-5-9-9,4,9,0.125,0.875,4,
1,12,6,6,1-5-9-9,4,10,0.5,0.5,8,
1,12,6,6,1-6-10-10,4,3,0.0,1.0,2,DRAW
1,12,6,6,1-6-10-10,4,4,0.0,1.0,8,DRAW
1,12,6,6,1-6-10-10,4,5,0.0,1.0,14,DRAW
1,12,6,6,1-6-10-10,4,6,0.0,1.0,12,DRAW
1,12,6,6,1-6-10-10,4,7,0.0,1.0,16,DRAW
1,12,6,6,1-6-10-10,4,8,0.0,1.0,1,DRAW
1,12,6,6,1-6-10-10,5,7,0.0,1.0,2,DRAW
1,12,6,6,1-6-10-10,5,8,0.0,1.0,4,DRAW
1,12,6,6,1-6-10-10,5,9,0.0,1.0,1,DRAW
1,12,6,6,1-6-10-10,5,10,0.0,1.0,1,DRAW
1,12,6,6,1-6-6-10,4,2,0.5,0.5,1,
1,12,6,6,1-6-6-10,4,3,0.5,0.5,1,
1,12,6,6,1-6-6-10,4,4,0.5,0.5,9,
1,12,6,6,1-6-6-10,4,5,0.5,0.5,16,
1,12,6,6,1-6-6-10,4,6,0.5,0.5,9,
1,12,6,6,1-6-6-10,4,7,0.014285714285714285,0.9857142857142858,35,
1,12,6,6,1-6-6-10,4,8,0.045454545454545456,0.9545454545454546,22,
1,12,6,6,1-6-6-10,4,9,0.125,0.875,4,
1,12,6,6,1-6-6-10,5,9,0.5,0.5,2,
1,12,6,6,1-6-6-6,1,2,0.5,0.5,2,
1,12,6,6,1-6-6-6,1,3,0.5,0.5,56,
1,12,6,6,1-6-6-6,1,4,0.16666666666666666,0.8333333333333334,213,
1,12,6,6,1-6-6-6,1,5,0.045112781954887216,0.9548872180451128,133,
1,12,6,6,1-6-6-6,2,5,0.00196078431372549,0.9980392156862745,510,
1,12,6,6,1-6-6-6,2,6,0.04314720812182741,0.9568527918781726,197,
1,12,6,6,1-6-6-6,2,7,0.004038772213247173,0.9959612277867528,619,
1,12,6,6,1-6-6-6,2,8,0.005341880341880342,0.9946581196581197,468,
1,12,6,6,1-6-6-6,2,9,0.00980392156862745,0.9901960784313726,255,
1,12,6,6,1-6-6-6,2,10,0.06737950464743049,0.9326204953525695,113,
1,12,6,6,1-6-6-7,2,2,0.5,0.5,12,
1,12,6,6,1-6-6-7,2,3,0.5,0.5,197,
1,12,6,6,1-6-6-7,2,4,0.5,0.5,718,
1,12,6,6,1-6-6-7,2,5,0.002170374389582203,0.9978296256104178,1843,
1,12,6,6,1-6-6-7,2,6,0.001279863481228669,0.9987201365187713,1172,
1,12,6,6,1-6-6-7,2,7,0.0006821282401091405,0.9993178717598908,1466,
1,12,6,6,1-6-6-7,2,8,0.003633720930232558,0.9963662790697675,1376,
1,12,6,6,1-6-6-7,2,9,0.0006954102920723226,0.9993045897079277,719,
1,12,6,6,1-6-6-7,2,10,0.0015772870662460567,0.998422712933754,317,
1,12,6,6,1-6-6-8,2,3,0.5,0.5,16,
1,12,6,6,1-6-6-8,2,4,0.5,0.5,21,
1,12,6,6,1-6-6-8,3,3,0.5,0.5,46,
1,12,6,6,1-6-6-8,3,4,0.5,0.5,185,
1,12,6,6,1-6-6-8,3,5,0.05485232067510549,0.9451476793248945,474,
1,12,6,6,1-6-6-8,3,6,0.0014005602240896359,0.9985994397759104,357,
1,12,6,6,1-6-6-8,3,7,0.006944444444444444,0.9930555555555556,720,
1,12,6,6,1-6-6-8,3,8,0.02564102564102564,0.9743589743589743,273,
1,12,6,6,1-6-6-8,3,9,0.00949367088607595,0.990506329113924,158,
1,12,6,6,1-6-6-8,3,10,0.014492753623188406,0.9855072463768116,69,
1,12,6,6,1-6-6-9,3,2,0.5,0.5,1,
1,12,6,6,1-6-6-9,3,3,0.5,0.5,17,
1,12,6,6,1-6-6-9,3,4,0.5,0.5,44,
1,12,6,6,1-6-6-9,3,5,0.5,0.5,99,
1,12,6,6,1-6-6-9,3,6,0.006578947368421052,0.993421052631579,76,
1,12,6,6,1-6-6-9,3,7,0.2222222222222222,0.7777777777777778,45,
1,12,6,6,1-6-6-9,4,5,0.5,0.5,5,
1,12,6,6,1-6-6-9,4,6,0.15625,0.84375,16,
1,12,6,6,1-6-6-9,4,7,0.03669724770642202,0.963302752293578,109,
1,12,6,6,1-6-6-9,4,8,0.020833333333333332,0.9791666666666666,96,
1,12,6,6,1-6-6-9,4,9,0.13793103448275862,0.8620689655172413,29,
1,12,6,6,1-6-6-9,4,10,0.07142857142857142,0.9285714285714286,7,
1,12,6,6,1-6-7-10,4,3,0.5,0.5,6,
1,12,6,6,1-6-7-10,4,4,0.5,0.5,19,
1,12,6,6,1-6-7-10,4,5,0.20588235294117646,0.7941176470588235,68,
1,12,6,6,1-6-7-10,4,6,0.5,0.5,53,
1,12,6,6,1-6-7-10,4,7,0.045454545454545456,0.9545454545454546,55,
1,12,6,6,1-6-7-10,4,8,0.05,0.95,40,
1,12,6,6,1-6-7-10,4,9,0.375,0.625,4,
1,12,6,6,1-6-7-10,5,9,0.05555555555555555,0.9444444444444444,9,
1,12,6,6,1-6-7-10,5,10,0.5,0.5,1,
1,12,6,6,1-6-7-7,2,2,0.5,0.5,10,
1,12,6,6,1-6-7-7,2,3,0.5,0.5,152,
1,12,6,6,1-6-7-7,2,4,0.021616541353383457,0.9783834586466166,532,
1,12,6,6,1-6-7-7,2,5,0.015498154981549815,0.9845018450184502,1355,
1,12,6,6,1-6-7-7,2,6,0.007654836464857342,0.9923451635351427,1437,
1,12,6,6,1-6-7-7,2,7,0.0005656108597285068,0.9994343891402715,884,
1,12,6,6,1-6-7-7,2,8,0.0030181086519114686,0.9969818913480886,994,
1,12,6,6,1-6-7-7,2,9,0.0008992805755395684,0.9991007194244604,556,
1,12,6,6,1-6-7-7,2,10,0.04035874439461882,0.9596412556053812,223,
1,12,6,6,1-6-7-8,2,2,0.5,0.5,8,
1,12,6,6,1-6-7-8,2,3,0.5,0.5,30,
1,12,6,6,1-6-7-8,2,4,0.5,0.5,33,
1,12,6,6,1-6-7-8,2,5,0.5,0.5,1,
1,12,6,6,1-6-7-8,3,2,0.5,0.5,6,
1,12,6,6,1-6-7-8,3,3,0.5,0.5,100,
1,12,6,6,1-6-7-8,3,4,0.5,0.5,554,
1,12,6,6,1-6-7-8,3,5,0.004080118694362018,0.995919881305638,1348,
1,12,6,6,1-6-7-8,3,6,0.00036101083032490973,0.9996389891696751,1385,
1,12,6,6,1-6-7-8,3,7,0.0010775862068965517,0.9989224137931034,1392,
1,12,6,6,1-6-7-8,3,8,0.001256281407035176,0.9987437185929648,796,
1,12,6,6,1-6-7-8,3,9,0.007658643326039387,0.9923413566739606,457,
1,12,6,6,1-6-7-8,3,10,0.003125,0.996875,160,
1,12,6,6,1-6-7-9,3,2,0.5,0.5,4,
1,12,6,6,1-6-7-9,3,3,0.5,0.5,58,
1,12,6,6,1-6-7-9,3,4,0.5,0.5,174,
1,12,6,6,1-6-7-9,3,5,0.5,0.5,281,
1,12,6,6,1-6-7-9,3,6,0.0078125,0.9921875,192,
1,12,6,6,1-6-7-9,3,7,0.10714285714285714,0.8928571428571429,28,
1,12,6,6,1-6-7-9,4,5,0.5,0.5,23,
1,12,6,6,1-6-7-9,4,6,0.014018691588785047,0.985981308411215,107,
1,12,6,6,1-6-7-9,4,7,0.015734265734265736,0.9842657342657343,286,
1,12,6,6,1-6-7-9,4,8,0.002,0.998,250,
1,12,6,6,1-6-7-9,4,9,0.008620689655172414,0.9913793103448276,58,
1,12,6,6,1-6-7-9,4,10,0.09090909090909091,0.9090909090909091,22,
1,12,6,6,1-6-8-10,4,3,0.5,0.5,9,
1,12,6,6,1-6-8-10,4,4,0.5,0.5,24,
1,12,6,6,1-6-8-10,4,5,0.5,0.5,52,
1,12,6,6,1-6-8-10,4,6,0.12931034482758622,0.8706896551724138,58,
1,12,6,6,1-6-8-10,4,7,0.03205128205128205,0.967948717948718,78,
1,12,6,6,1-6-8-10,4,8,0.10416666666666667,0.8958333333333334,24,
1,12,6,6,1-6-8-10,5,7,0.5,0.5,1,
1,12,6,6,1-6-8-10,5,8,0.03125,0.96875,16,
1,12,6,6,1-6-8-10,5,9,0.13636363636363635,0.8636363636363636,11,
1,12,6,6,1-6-8-10,5,10,0.5,0.5,1,
1,12,6,6,1-6-8-8,2,2,0.5,0.5,2,
1,12,6,6,1-6-8-8,2,3,0.5,0.5,10,
1,12,6,6,1-6-8-8,2,4,0.5,0.5,8,
1,12,6,6,1-6-8-8,3,3,0.5,0.5,44,
1,12,6,6,1-6-8-8,3,4,0.5,0.5,170,
1,12,6,6,1-6-8-8,3,5,0.011508951406649617,0.9884910485933504,391,
1,12,6,6,1-6-8-8,3,6,0.015789473684210527,0.9842105263157894,380,
1,12,6,6,1-6-8-8,3,7,0.007743362831858407,0.9922566371681416,452,
1,12,6,6,1-6-8-8,3,8,0.007751937984496124,0.9922480620155039,129,
1,12,6,6,1-6-8-8,3,9,0.013761467889908258,0.9862385321100917,109,
1,12,6,6,1-6-8-8,3,10,0.030303030303030304,0.9696969696969697,33,
1,12,6,6,1-6-8-9,3,2,0.5,0.5,4,
1,12,6,6,1-6-8-9,3,3,0.5,0.5,43,
1,12,6,6,1-6-8-9,3,4,0.5,0.5,155,
1,12,6,6,1-6-8-9,3,5,0.06679389312977099,0.933206106870229,262,
1,12,6,6,1-6-8-9,3,6,0.06164383561643835,0.9383561643835616,146,
1,12,6,6,1-6-8-9,3,7,0.125,0.875,12,
1,12,6,6,1-6-8-9,4,4,0.5,0.5,3,
1,12,6,6,1-6-8-9,4,5,0.09,0.91,50,
1,12,6,6,1-6-8-9,4,6,0.0397196261682243,0.9602803738317757,214,
1,12,6,6,1-6-8-9,4,7,0.0037128712871287127,0.9962871287128713,404,
1,12,6,6,1-6-8-9,4,8,0.022099447513812154,0.9779005524861878,181,
1,12,6,6,1-6-8-9,4,9,0.017241379310344827,0.9827586206896551,58,
1,12,6,6,1-6-8-9,4,10,0.07142857142857142,0.9285714285714286,21,
1,12,6,6,1-6-9-10,4,3,0.0,1.0,9,DRAW
1,12,6,6,1-6-9-10,4,4,0.0,1.0,45,DRAW
1,12,6,6,1-6-9-10,4,5,0.0,1.0,60,DRAW
1,12,6,6,1-6-9-10,4,6,0.0,1.0,59,DRAW
1,12,6,6,1-6-9-10,4,7,0.0,1.0,65,DRAW
1,12,6,6,1-6-9-10,4,8,0.0,1.0,19,DRAW
1,12,6,6,1-6-9-10,5,7,0.0,1.0,4,DRAW
1,12,6,6,1-6-9-10,5,8,0.0,1.0,18,DRAW
1,12,6,6,1-6-9-10,5,9,0.0,1.0,7,DRAW
1,12,6,6,1-6-9-10,5,10,0.0,1.0,2,DRAW
1,12,6,6,1-6-9-9,3,2,0.5,0.5,4,
1,12,6,6,1-6-9-9,3,3,0.5,0.5,9,
1,12,6,6,1-6-9-9,3,4,0.5,0.5,30,
1,12,6,6,1-6-9-9,3,5,0.5,0.5,36,
1,12,6,6,1-6-9-9,3,6,0.5,0.5,21,
1,12,6,6,1-6-9-9,3,7,0.5,0.5,1,
1,12,6,6,1-6-9-9,4,4,0.5,0.5,3,
1,12,6,6,1-6-9-9,4,5,0.5,0.5,17,
1,12,6,6,1-6-9-9,4,6,0.018518518518518517,0.9814814814814815,54,
1,12,6,6,1-6-9-9,4,7,0.019801980198019802,0.9801980198019802,101,
1,12,6,6,1-6-9-9,4,8,0.10784313725490197,0.8921568627450981,51,
1,12,6,6,1-6-9-9,4,9,0.07142857142857142,0.9285714285714286,7,
1,12,6,6,1-6-9-9,4,10,0.08333333333333333,0.9166666666666666,6,
1,12,6,6,1-7-10-10,4,3,0.0,1.0,2,DRAW
1,12,6,6,1-7-10-10,4,4,0.0,1.0,14,DRAW
1,12,6,6,1-7-10-10,4,5,0.0,1.0,18,DRAW
1,12,6,6,1-7-10-10,4,6,0.0,1.0,14,DRAW
1,12,6,6,1-7-10-10,4,7,0.0,1.0,7,DRAW
1,12,6,6,1-7-10-10,5,6,0.0,1.0,2,DRAW
1,12,6,6,1-7-10-10,5,7,0.0,1.0,5,DRAW
1,12,6,6,1-7-10-10,5,8,0.0,1.0,6,DRAW
1,12,6,6,1-7-10-10,5,9,0.0,1.0,3,DRAW
1,12,6,6,1-7-7-10,4,3,0.5,0.5,1,
1,12,6,6,1-7-7-10,4,4,0.5,0.5,7,
1,12,6,6,1-7-7-10,4,5,0.5,0.5,14,
1,12,6,6,1-7-7-10,4,6,0.07142857142857142,0.9285714285714286,21,
1,12,6,6,1-7-7-10,4,7,0.2222222222222222,0.7777777777777778,9,
1,12,6,6,1-7-7-10,4,8,0.16666666666666666,0.8333333333333334,9,
1,12,6,6,1-7-7-10,5,8,0.5,0.5,4,
1,12,6,6,1-7-7-10,5,9,0.125,0.875,8,
1,12,6,6,1-7-7-10,5,10,0.5,0.5,1,
1,12,6,6,1-7-7-7,2,2,0.5,0.5,3,
1,12,6,6,1-7-7-7,2,3,0.5,0.5,19,
1,12,6,6,1-7-7-7,2,4,0.5,0.5,74,
1,12,6,6,1-7-7-7,2,5,0.5,0.5,178,
1,12,6,6,1-7-7-7,2,6,0.025096525096525095,0.974903474903475,259,
1,12,6,6,1-7-7-7,2,7,0.018518518518518517,0.9814814814814815,54,
1,12,6,6,1-7-7-7,2,8,0.017605633802816902,0.9823943661971831,142,
1,12,6,6,1-7-7-7,2,9,0.01744186046511628,0.9825581395348837,86,
1,12,6,6,1-7-7-7,2,10,0.046875,0.953125,32,
1,12,6,6,1-7-7-8,2,2,0.5,0.5,1,
1,12,6,6,1-7-7-8,2,3,0.5,0.5,9,
1,12,6,6,1-7-7-8,2,4,0.5,0.5,5,
1,12,6,6,1-7-7-8,3,2,0.5,0.5,6,
1,12,6,6,1-7-7-8,3,3,0.5,0.5,41,
1,12,6,6,1-7-7-8,3,4,0.5,0.5,205,
1,12,6,6,1-7-7-8,3,5,0.0066518847006651885,0.9933481152993349,451,
1,12,6,6,1-7-7-8,3,6,0.007746478873239437,0.9922535211267606,710,
1,12,6,6,1-7-7-8,3,7,0.003246753246753247,0.9967532467532467,308,
1,12,6,6,1-7-7-8,3,8,0.003676470588235294,0.9963235294117647,272,
1,12,6,6,1-7-7-8,3,9,0.01818181818181818,0.9818181818181818,165,
1,12,6,6,1-7-7-8,3,10,0.013888888888888888,0.9861111111111112,72,
1,12,6,6,1-7-7-9,3,3,0.5,0.5,11,
1,12,6,6,1-7-7-9,3,4,0.5,0.5,39,
1,12,6,6,1-7-7-9,3,5,0.4589041095890411,0.541095890410959,73,
1,12,6,6,1-7-7-9,3,6,0.1,0.9,45,
1,12,6,6,1-7-7-9,4,3,0.5,0.5,2,
1,12,6,6,1-7-7-9,4,4,0.5,0.5,4,
1,12,6,6,1-7-7-9,4,5,0.5,0.5,18,
1,12,6,6,1-7-7-9,4,6,0.005555555555555556,0.9944444444444445,90,
1,12,6,6,1-7-7-9,4,7,0.08139534883720931,0.9186046511627907,86,
1,12,6,6,1-7-7-9,4,8,0.018072289156626505,0.9819277108433735,83,
1,12,6,6,1-7-7-9,4,9,0.07894736842105263,0.9210526315789473,19,
1,12,6,6,1-7-7-9,4,10,0.8333333333333334,0.16666666666666666,9,
