player,turn,p1_draws,p2_draws,hand,stop_prob,draw_prob,visits
1,0,0,0,1-6-6-9,0.0006097560975609756,0.999390243902439,2460
1,0,0,0,1-6-7-10,0.00010706638115631691,0.9998929336188437,4670
1,0,0,0,1-6-7-7,0.00020729684908789387,0.9997927031509121,2412
1,0,0,0,1-6-7-8,0.00010748065348237318,0.9998925193465176,4652
1,0,0,0,1-6-7-9,0.00010651896037494674,0.999893481039625,4694
1,0,0,0,1-6-8-10,0.0005260942760942761,0.9994739057239057,4752
1,0,0,0,1-6-8-8,0.00020112630732099757,0.9997988736926791,2486
1,0,0,0,1-6-8-9,0.00010517458981909971,0.9998948254101809,4754
1,0,0,0,1-6-9-10,0.00010539629005059021,0.9998946037099494,4744
1,0,0,0,1-6-9-9,0.0013922036595067622,0.9986077963404932,2514
1,0,0,0,1-7-7-10,0.003132355518830128,0.9968676444811698,2496
1,0,0,0,1-7-7-7,0.0006459948320413437,0.9993540051679587,774
1,0,0,0,1-7-7-8,0.00020576131687242798,0.9997942386831276,2430
1,0,0,0,1-7-7-9,0.0006393861892583121,0.9993606138107417,2346
1,0,0,0,1-7-8-10,0.00010455876202425763,0.9998954412379757,4782
1,0,0,0,1-7-8-8,0.00275657336726039,0.9972434266327396,2358
1,0,0,0,1-7-8-9,0.00206425415319296,0.997935745846807,4766
1,0,0,0,1-7-9-9,0.00020885547201336674,0.9997911445279867,2394
1,0,0,0,1-8-8-8,0.000625,0.999375,800
1,0,0,0,1-8-8-9,0.00020193861066235866,0.9997980613893377,2476
1,0,0,0,2-2-10-10,0.00040192926045016077,0.9995980707395499,1244
1,0,0,0,2-2-2-10,0.0006127450980392157,0.9993872549019608,816
1,0,0,0,2-2-2-2,0.9974747474747475,0.0025252525252525255,198
1,0,0,0,2-2-2-3,0.9946172248803827,0.005382775119617225,836
1,0,0,0,2-2-2-4,0.9939678284182306,0.006032171581769437,746
1,0,0,0,2-2-2-5,0.9943324937027708,0.005667506297229219,794
1,0,0,0,2-2-2-6,0.10286575925687003,0.89713424074313,736
1,0,0,0,2-2-2-7,0.018144940189223104,0.9818550598107769,798
1,0,0,0,2-2-2-8,0.0032216494845360823,0.9967783505154639,776
1,0,0,0,2-2-2-9,0.00548780487804878,0.9945121951219512,820
1,0,0,0,2-2-3-10,0.0006048387096774194,0.9993951612903226,2480
1,0,0,0,2-2-3-3,0.9848908649103357,0.015109135089664187,1250
1,0,0,0,2-2-3-4,0.9985169491525424,0.0014830508474576272,2360
1,0,0,0,2-2-3-5,0.9928844497154138,0.007115550284586189,2320
1,0,0,0,2-2-3-6,0.9262056380092085,0.0737943619907915,2380
1,0,0,0,2-2-3-7,0.0009104481841078301,0.9990895518158921,2376
1,0,0,0,2-2-3-8,0.00605441282835668,0.9939455871716434,2510
1,0,0,0,2-2-3-9,0.0057485662804538,0.9942514337195462,2392
1,0,0,0,2-2-4-10,0.00021496130696474635,0.9997850386930353,2326
1,0,0,0,2-2-4-4,0.9637384470661202,0.03626155293387989,1282
1,0,0,0,2-2-4-5,0.9638868372251378,0.0361131627748622,2546
1,0,0,0,2-2-4-6,0.6032263348895934,0.3967736651104066,2436
1,0,0,0,2-2-4-7,0.009800176580645657,0.9901998234193544,2384
1,0,0,0,2-2-4-8,0.0006426735218508997,0.9993573264781491,2334
1,0,0,0,2-2-4-9,0.032871101205217426,0.9671288987947827,2450
1,0,0,0,2-2-5-10,0.020307100983282936,0.979692899016717,2274
1,0,0,0,2-2-5-5,0.9577649122185005,0.04223508778149957,1304
1,0,0,0,2-2-5-6,0.9487638746319641,0.05123612536803593,2368
1,0,0,0,2-2-5-7,0.2081955396461077,0.7918044603538923,2362
1,0,0,0,2-2-5-8,0.00020678246484698098,0.999793217535153,2418
1,0,0,0,2-2-5-9,0.0018703241895261845,0.9981296758104738,2406
1,0,0,0,2-2-6-10,0.0010212418300653595,0.9989787581699346,2448
1,0,0,0,2-2-6-6,0.27927462324032803,0.7207253767596719,1172
1,0,0,0,2-2-6-7,0.1392612291830564,0.8607387708169437,2392
1,0,0,0,2-2-6-8,0.0006297229219143577,0.9993702770780857,2382
1,0,0,0,2-2-6-9,0.00020661157024793388,0.9997933884297521,2420
1,0,0,0,2-2-7-10,0.0006132968484019282,0.9993867031515982,2390
1,0,0,0,2-2-7-7,0.0028135048231511255,0.9971864951768489,1244
1,0,0,0,2-2-7-8,0.003218884120171674,0.9967811158798283,2330
1,0,0,0,2-2-7-9,0.004018612521150592,0.9959813874788495,2364
1,0,0,0,2-2-8-10,0.00020990764063811922,0.9997900923593619,2382
1,0,0,0,2-2-8-8,0.0020764119601328905,0.9979235880398671,1204
1,0,0,0,2-2-8-9,0.00019809825673534074,0.9998019017432647,2524
1,0,0,0,2-2-9-10,0.0002044153720359771,0.999795584627964,2446
